1,1.1.6,स्वः,Heaven,स्वर्ग,ಸ್ವರ್ಗ,স্বর্গ,ସ୍ଵର୍ଗ,ਜੰਨਤ,স্বর্গ,स्वर्ग
36,,नन्दी, Nandi ,नन्दी- शिव का गण,----, শিবের সেবক,ନନ୍ଦୀ,ਨੰਦੀ , শিবের সেবক,नन्दी - शिवक गण
37,1.1.45,इन्द्रः, Indra- the king of the gods,इन्द्र ,----, দেবতাদের রাজা,ଇନ୍ଦ୍ର,ਇੰਦਰ, দেবতাদের রাজা,इन्द्र 
38,,पुलोमजा,  Saci- Indra's wife,इन्द्र की प्रिया,----, ইন্রাণী,ଶଚୀ/ଇନ୍ଦ୍ରଙ୍କ ପତ୍ନୀ,ਧਰਮ ਪਤਨੀ, ইন্রাণী,इन्द्रक प्रेयसी
39,,अमरावती, The city of Indra,इन्द्र की नगरी,----,ইন্দ্রের রাজধানী,ଇନ୍ଦ୍ରପୁରୀ,ਇੰਦਰ ਦਾ ਸ਼ਹਿਰ,ইন্দ্রের রাজধানী,इन्द्रक नगरी
40,1.1.46,उच्चैःश्रवा, The horse of Indra,इन्द्र का घोड़ा,----, ইন্দ্রের ঘোড়া ,ଇନ୍ଦ୍ରଙ୍କ ଘୋଡ଼ା,ਇੰਦਰ ਦਾ ਤੁਰੰਗ, ইন্দ্রের ঘোড়া ,इन्द्रक घोड़ा
41,1.1.47,मातलिः, The charioter of Indra,इन्द्र का सारथी,----, ইন্দ্রের সারথি,ଇନ୍ଦ୍ରଙ୍କ ସାରଥି,ਇੰਦਰ ਦਾ ਰਥਵਾਨ, ইন্দ্রের সারথি,इन्द्रक सारथी
42,,नन्दनम्, The garden of Indra,इन्द्र का उपवन,----, স্বর্গের বাগান,ଇନ୍ଦ୍ରଙ୍କ ଉଦ୍ୟାନ,ਇੰਦਰ ਦਾ ਬਾਗ਼, স্বর্গের বাগান,इन्द्रक उपवन
43,,वैजयन्तः, The palace of Indra,इन्द्र का महल,----,ইন্দ্রের প্রাসাদ,ଇନ୍ଦ୍ରଭବନ,ਇੰਦਰ ਦਾ ਮਹਁਲ,ইন্দ্রের প্রাসাদ,इन्द्रक महल
44,,जयन्तः, The son of Indra,इन्द्र का पुत्र ,----,ইন্দ্রের পুত্র,ଇନ୍ଦ୍ରଙ୍କ ପୁତ୍ର,ਇੰਦਰ ਦਾ ਪੁੱਤਰ,ইন্দ্রের পুত্র,इन्द्रक पुत्र 
45,1.1.48,ऐरावतः, The elephant of Indra,इन्द्र का हाथी,----,ইন্দ্রের হাতি,ଇନ୍ଦ୍ରଙ୍କ ହାତୀ,ਇੰਦਰ ਦਾ ਹਾਥੀ,ইন্দ্রের হাতি,इन्द्रक हाथी
46,,ह्लादिनी,The thunderbolt of Indra,वज्र का नाम,----,ইন্দ্রের বজ্র,ଇନ୍ଦ୍ରଙ୍କ ବଜ୍ର,ਇੰਦਰ ਦਾ ਵ੍ਜ੍ਰ,ইন্দ্রের বজ্র,वज्रक नाम
47,1.1.49,व्योमयानम्, The car of Indra,विमान,----,ইন্দ্রের রথ,ପୁଷ୍ପକ ବିମାନ,ਵਿਮਾਣ,ইন্দ্রের রথ,विमान
48,1.1.50,नारदः, A divine sage,देवर्षियों में एक,----,নারদ,ଦେବର୍ଷି ନାରଦ,ਦੇਵਾੱ ਵਿਚ ਇੱਕ,নারদ,देवर्षी मँ एक
49,,सुधर्मा, The council of gods,देवताओं की सभा,----,দেবতাদের সভা,ଦେବସଭା/ଇନ୍ଦ୍ରସଭା,ਦੇਵਤਾਵਾਂ ਦੀ ਮੰਡਲੀ,দেবতাদের সভা,देवताक सभा
50,1.1.51,पीयूषम्, The food of gods ,अमृत ,----, অমৃত,ଅମୃତ,ਅਮਰਤ, অমৃত,अमृत 
51,,मन्दाकिनी, The river of heaven,स्वर्गगंगा,----,স্বর্গের গঙ্গা,ଆକାଶଗଙ୍ଗା,ਜੰਨਤ ਦੀ ਗੱਗਾ,স্বর্গের গঙ্গা,स्वर्ग गंगा
52,1.1.52,मेरुः, Mountain,मेरू पर्वत,----,সুমেরু পর্বত,ସୁମେରୁ ପର୍ବତ,ਮੇਰੁ ਪਹਾੜ,সুমেরু পর্বত,मेरू पर्वत
53,,देवतरुः,Celestial tree,देवताओं का वृक्ष,----,কল্পতরু,ଦେବତାମାନଙ୍କ ବୃକ୍ଷ,ਦੇਵਤਾਵਾਂ ਦਾ ਪੇੜ,কল্পতরু,देवताक वृक्ष
54,1.1.56,सनत्कुमारः,Son of Bramha- the oldest progenitor of mankind ,ब्रह्मा का पुत्र,----,সনত্কুমার,ସନତ୍କୁମାର,ਬ੍ਰਹ੍ਮਾ ਦਾ ਪੁੱਤਰ,সনত্কুমার,ब्रह्माक पुत्र
55,,स्वर्वैद्यौ, Ashvin,अश्विनीकुमार,----,অশ্বিনীকুমারদ্বয়,ଅଶ୍ଵିନୀକୁମାର,ਅਸ਼੍ਵਿਨੀਕੁਮਾਰ,অশ্বিনীকুমারদ্বয়,अश्विनीकुमार
56,,अप्सरसः, Nymphs,उर्वशी आदि स्वर्ग की अप्सरायें,----,অপ্সরা,ଅପ୍ସରା,ਜੰਨਤ ਦੀ ਪਰਿਯਾੰ,অপ্সরা,उर्वशी आदि स्वर्गक अप्सरा
57,1.1.57,गन्धर्वः,Celestial musicians ,हाहा हूहू इत्यादि देवताओं के गन्धर्व,----,গন্ধর্ব,ଗନ୍ଧର୍ବ,ਦੇਵਤਾਵਾਂ ਦੇ ਸੰਗੀਤਕਾਰ,গন্ধর্ব,हाहा हूहू इत्यादि देवताक गन्धर्व
58,,अग्निः, Fire god ,आग,----,অগ্নি,ଅଗ୍ନି ଦେବତା,ਆਗ,অগ্নি,आग
59,,और्वः,Submarine fire,वडवानल का नाम,----,বাড়বাগ্নি,ବଡ଼ବାନଳ,ਆਗ ਦਾ ਨਾਂ,বাড়বাগ্নি,वडवानलक नाम
60,,ज्वालः, Flame,अग्नि की ज्वाला,----,বহ্নিশিখা,ଅଗ୍ନିଜ୍ଵାଳା,ਆਗ ਦੀ ਲਟ,বহ্নিশিখা,अग्निक ज्वाला
61,,स्फुल्लिङ्गः,A spark of fire  ,आग की चिनगारी,----,আগুনের ফুলকি,ଅଗ୍ନିକଣା,ਆਗ ਦੀ ਚਿਣਗਾਰੀ,আগুনের ফুলকি,आगक चिनगारी
62,,सन्तापः,Becomin very hot-gear of burning heat,सन्ताप या संज्वर,----,বহ্নির উত্তাপ,ଅଗ୍ନିତାପ,ਦੁੱਖ,বহ্নির উত্তাপ,सन्ताप आ संज्वर
63,1.1.58,उल्का, Meteor,उल्का ,----,উল্কা,ଉଲ୍କା,ਉਲਕਾ,উল্কা,उल्का 
64,,भूतिः, Ash,भस्म का नाम,----,মহাদেবধৃত ভস্মের নাম,ଭସ୍ମ,ਭਸਮ ਦਾ ਨਾਂ,মহাদেবধৃত ভস্মের নাম,भस्मक नाम
65,,दावः, Forest fire,दावाग्नि का नाम,----,দাবানল,ବନାଗ୍ନି,ਦਾਵਾਗ੍ਨਿ ਦਾ ਨਾਂ,দাবানল,दावाग्निक नाम
66,,धर्मराजः,Yama,यमराज ,----,যম,ଯମ/ମୃତ୍ୟୁର ଦେବତା,ਯਮਰਾਜ,যম,यमराज 
67,,राक्षसः, Giant,राक्षस,----,রাক্ষস,ରାକ୍ଷସ,ਦੈੱਤ,রাক্ষস,राक्षस
68,1.1.63,प्रचेताः, Varuna,वरूण का नाम,----,বরুণ দেবতা,ବରୁଣ ଦେବତା,ਵਰੁਣ ਦਾ ਨਾਂ,বরুণ দেবতা,वरुणक नाम
69,,श्वसनः, Air or  wind ,वायु,----,সমীরণ,ବରୁଣ ଦେବତା,ਹਵਾ,সমীরণ,वायु
70,1.1.64,रंहः, Speed or velocity,वेग,----,বেগ,ବରୁଣ ଦେବତା,ਗਤਿ,বেগ,वेग
71,1.1.65,शीघ्रम्,Swiftly,शीघ्रता,----,শীঘ্র,ବରୁଣ ଦେବତା,ਛੇੱਤੀ,শীঘ্র,शीघ्रता
72,1.1.66,सततम्,Eternal or continually,निरन्तर,----,নিরন্তর,ବରୁଣ ଦେବତା,ਲਗਾਤਾਰ,নিরন্তর,निरन्तर
73,1.1.67,अतिशयः,Much or excessive,अतिशय (बहुत),----,অতিশয়,ବରୁଣ ଦେବତା,ਵੱਡਾ ,অতিশয়,अतिशय (बहुत)
74,,कुबेरः,Kuber,कुबेर ,----,কুবের,ବରୁଣ ଦେବତା,ਕੁਬੇਰ ,কুবের,कुबेर 
75,,चैत्ररथम्,The garden of Kubera,कुबेर के उद्यान का नाम,----,কুবেরের বাগান,ବରୁଣ ଦେବତା,ਕੁਬੇਰ ਦਾ ਬਾਗ਼,কুবেরের বাগান,कुबेरक उद्यानक नाम
76,,नलकूवरः,Son of Kuber,कुबेर के पुत्र का नाम,----,কুবেরের পুত্র,ବରୁଣ ଦେବତା,ਕੁਬੇਰ ਦਾ ਪੁੱਤਰ,কুবেরের পুত্র,कुबेरक पुत्रक नाम
77,,कैलासः,Name of Mountain,कुबेर का स्थान,----,কৈলাস পর্বত,ବରୁଣ ଦେବତା,ਕੁਬੇਰ ਦਾ ਥਾਂ ,কৈলাস পর্বত,कुबेरक स्थान
78,,अलका,City of Kuber,कुबेर की नगरी,----,কুবেরের নগর,ବରୁଣ ଦେବତା,ਕੁਬੇਰ ਦਾ ਸ਼ਹਿਰ,কুবেরের নগর,कुबेरक नगरी
79,,,,,,,,,,
80,,,,,,,,,,
81,,,,,,,,,,
82,1.2.1,द्यौः,Sky,आकाश,----,আকাশ,ବରୁଣ ଦେବତା,ਆਸਮਾਨ,আকাশ,आकाश
83,,दिश्,Quarter or region pointed at/ Direction,दिशा,----,----,ଦିଗ,ਦਿਸ਼ਾ ,----,दिशा
84,,दिश्यम्,Relating to the quarters of the sky or to the horizon,दिशाओं में होनेवाली वस्तुओं के नाम,----,----,ଦିଗରେ ଉତ୍ପନ୍ନ/ସ୍ଥିତ,ਦਿਸ਼ਾਵਾਂ ਵਿੱਚ,----,दिशा मँ भेल वस्तुक नाम
85,1.3.2,दिक्पतयः,The lord of quarters and the points,पूर्वादि दिशाओं के स्वामियों के नाम,----,----,ଦିଗମାନଙ୍କର ଅଧିପତି,ਦਿਸ਼ਾਵਾਂ ਦੇ ਮਾਲਿਕ,----,पूर्वादि दिशाक स्वामिक नाम
86,1.3.3,दिग्गजाः,Elephant,दिशाओं के हाथी,----,----,ଦିଗ୍ଗଜ,ਦਿਸ਼ਾਵਾਂ ਦੇ ਹਾਥੀ,----,दिशाक हाथी
87,1.3.4,दिक्करिण्यः,The female elephant,दिशाओं की हथिनियाँ,----,----,ଦିଗ୍ଗଜମାନଙ୍କ ସ୍ତ୍ରୀ,ਦਿਸ਼ਾਵਾਂ ਦੀ ਹਥਣੀ,----,दिशाक हथिनी
88,1.3.5,अपदिशम्,Intermediate point,दो दिशाओं के मध्यभाग ,----,----,ଆଗ୍ନେୟାଦି କୋଣ,ਦੋ ਦਿਸ਼ਾਵਾਂ ਦੇ ਬੀਚ ਵਾਲਾ ਭਾਗ,----,दू दिशाक मध्यभाग 
89,,अभ्यन्तरम्,Included space,बीच के स्थान,----,----,ମଧ୍ୟଭାଗ,ਬੀਚ ਦੇ ਥਾਂ,----,बीचक स्थान
90,,चक्रवालम्,The sensible horizon,मण्डलाकार समूह,----,----,ଚକ୍ରବାଳ,ਮਣ੍ਡਲਾਕਾਰ,----,मण्डलाकार समूह
91,,अभ्रम्,Cloud,मेघ,----,----,ମେଘ,ਬਾਦਲ,----,मेघ
92,,कादम्बिनी,A sucession of cloud,मेघसमूह,----,----,ମେଘମାଳା,ਬਾਦਲ ਦਾ ਸਮੂਹ ,----,मेघसमूह
93,,अभ्रियम्,Belonging to clouds,मेघ में होनेवाली वस्तु का नाम,----,----,ମେଘରେ ଜାତ,ਬਾਦਲ ਵਿੱਚ ਹੋਣ ਵਾਲੀ ਵਸਤ,----,मेघ मँ हुअऽ वाला  वस्तुक नाम
94,1.3.8,स्तनितम्,The rattling of thunder,बादल के गरजने की आवाज,----,----,ମେଘଗର୍ଜନ,ਬਾਦਲ ਦੀ ਗਰਜ,----,बादलक गरजक आवाज
95,1.3.9,शम्पा,Lighting,बिजली,----,----,ବିଜୁଳି,ਬਿਜਲੀ,----,बिजली
96,,स्फूर्जथुः,A clap of thunder,बिजली की गड़गड़ाहट,----,----,ବିଜୁଳିଶବ୍ଦ,ਬਿਜਲੀ ਦੀ ਗੜਗੜਾਹਟ,----,बिजलीक गड़गड़ाहट
97,,मेघज्योतिः,A flash of lighting,बादलों की चमक,----,----,ମେଘର ଆଲୋକ,ਬਾਦਲਾ ਦੀ ਚਮਕ,----,बादलक चमक
98,,इन्द्रायुधम्,Rainbow,इन्द्रधनुष,----,----,ଇନ୍ଦ୍ରଧନୁ,ਇੰਦਰ ਧਨੁਸ਼ ,----,इन्द्रधनुष
99,1.3.10,रोहितम्,Indra's bow unbent,सीधा इन्द्रधनुष का नाम,----,----,ସଳଖ ଇନ୍ଦ୍ରଧନୁ,ਇੰਦਰ ਧਨੁਸ਼ ਦਾ ਨਾਂ,----,सीधा इन्द्रधनुषक नाम
100,,व्रृष्टिः,Rain,वर्षा,----,----,ବର୍ଷା,ਬਾਰਿਸ਼ ,----,वर्षा
101,,अवग्राहः,Draught,अनावृष्टि,----,----,ଅକାଳ/ଦୁର୍ଭିକ୍ଷ,ਸੂਖਾ,----,अनावृष्टि
102,,धारासंपातः,A hard shower,मूसलाधार वृष्टि,----,----,ଧାରାବୃଷ୍ଟି,ਮੂਸਲਾਧਾਰ ਬਾਰਿਸ਼ ,----,मूसलाधार वृष्टि
103,1.3.11,शीकरः,Thin rain,सूक्ष्मवृष्टि,----,----,ଶିଶିର/ଜଳବିନ୍ଦୁ,ਮਾੜੀ ਬਾਰਿਸ਼ ,----,सूक्ष्मवृष्टि
104,,वर्षोपलः,Hail,ओला,----,----,କରକା,ਬਜਰੀ ,----,ओला
105,,दुर्दिनम्,A cloudy day,मेघाच्छन्न दिन,----,----,ମେଘାନ୍ଦ୍ଧକାର ସମୟ,ਬਾਦਲਾਂ ਵਾਲਾ ਦਿਨ,----,मेघाच्छन्न दिन
106,1.3.12,अन्तर्धा,Covering or disappearing,आच्छादन,----,----,ଅନ୍ତର୍ଧାନ,ਢਕਣਾ,----,आच्छादन
107,,हिमांशुः,The moon,चन्द्रमा,----,----,ଚନ୍ଦ୍ର,ਚਾੱਦ,----,चन्द्रमा
108,,कला,A digit,चन्द्र के सोलहवें भाग का नाम,----,----,ଚନ୍ଦ୍ରକଳା,ਚਾੱਦ ਸੋਲਵਾਂ ਭਾਗ,----,चन्द्रक सोलहम भागक नाम
109,1.3.15,बिम्बः,The disc of sun and moon,सूर्यमण्डल या चन्द्रमण्डल,----,----,ଚନ୍ଦ୍ର/ସୂର୍ଯ୍ୟବିମ୍ବ,ਸੌਰਮੰਡਲ,----,सूर्यमण्डल आ चन्द्रमण्डल
110,,भित्तम्,A part,खण्ड,----,----,ଖଣ୍ଡ,ਟੁਕੜਾ,----,खण्ड
111,,अर्धम्,Half,दो बराबर टुकड़े में से एक,----,----,ଅର୍ଦ୍ଧ,ਦੋ ਖਣ੍ਡਾਂ ਵਿੱਚੋਂ ਇੱਕ ,----,दू बराबर टुकड़ा मँ सँ एक
112,,चन्द्रिका,Moon-light,चन्द्रमा की प्रभा,----,----,ଜ୍ୟୋତ୍ସ୍ନା,ਚਾੰਦਨੀ,----,चन्द्रमाक प्रभा
113,1.3.16,प्रसादः,Purity or Brightness,प्रसन्नता,----,----,ପ୍ରସନ୍ନତା,ਖੁਸ਼ੀ,----,प्रसन्नता
114,,कलंकः,A spot or mark,धब्बा,----,----,କଳଙ୍କ/ଚିହ୍ନ,ਦਾਗ਼,----,धब्बा
115,,सुषमा,Exquisite beauty,परम सौन्दर्य,----,----,ଉତ୍କୃଷ୍ଟ ଶୋଭା,ਸੋੱਖੀ ਸੁਨ੍ਦਰਤਾ,----,परम सौन्दर्य
116,1.3.17,शोभा,Beauty of splendour,सौन्दर्य,----,----,ଶୋଭା,ਸੁਨ੍ਦਰਤਾ,----,सौन्दर्य
117,,अवश्यायः,Frost,पाला,----,----,ତୁଷାର,ਜਾੱਡਾ,----,पाला
118,1.3.18,हिमानी,Snow,महापाला समूह,----,----,ତୁଷାରସମୂହ,ਬਰਫ,----,महापाला समूह
119,,शीतम्,Cold,ठंढ,----,----,ଶୀତଳତା ଗୁଣ,ਸ਼ੀਤ,----,ठंढ
120,1.3.19,सुषीमः,Chillness,शीतल द्रव्य,----,----,ତୁଷାରାଦି ଶୀତଳ ଦ୍ରବ୍ୟ,ਠੰਡਾ ਤਰਲ,----,शीतल द्रव्य
121,,ध्रुवः,The polar star,ध्रुव का नाम,----,----,ଧ୍ରୁବ/ଉତ୍ତାନପାଦଙ୍କ ପୁତ୍ର,ਢ੍ਰੁਵ ਦਾ ਨਾਂ,----,ध्रुवक नाम
122,,अगस्त्यः,Agyasta- the sage,अगस्त्य ऋषि का नाम,----,----,ଅଗସ୍ତ୍ୟ ମୁନି,ਅਗਸਤ ੜੁਸ਼ਿ,----,अगस्त्य ऋषिक नाम
123,1.3.20,लोपामुद्रा,Wife of Agyasta,अगस्त्य मुनि की पत्नी,----,----,ଅଗସ୍ତ୍ୟମୁନିଙ୍କ ପତ୍ନୀ,ਅਗਸਤ ੜੁਸ਼ਿ ਦੀ ਧਰਮਪਤਨੀ,----,अगस्त्य मुनिक पत्नी
124,,नक्षत्रम्,Star,तारा,----,----,ନକ୍ଷତ୍ର,ਤਾਰਾ ,----,तारा
125,,दाक्षायण्यः,Star in the southern scale,अश्विनी आदि (सत्ताइस) नक्षत्रों का नाम,----,----,ଅଶ୍ଵିନୀ ଆଦି ନକ୍ଷତ୍ର,ਅਸ਼ਵਿਨੀ ਆਦਿ ਸੱਤਾਈਸ ਨੱਖਤਰਾਂ ਦੇ ਨਾਂ,----,अश्विनी आदि (सत्ताइस) नक्षत्रक नाम
126,1.3.21,अश्वयुक्,The head of aries,अश्विनी नक्षत्र,----,----,ଅଶ୍ଵିନୀ ,ਅਸ਼ਵਿਨੀ ਨੱਖਤਰ,----,अश्विनी नक्षत्र
127,,राधा,Star in the cancer,विशाखा नक्षत्र,----,----,ବିଶାଖା ନକ୍ଷତ୍ର,ਵਿਸ਼ਾਖਾ ਨੱਖਤਰ,----,विशाखा नक्षत्र
128,,पुष्यः,Physails Feloxuosa,पुष्य नक्षत्र,----,----,ପୁଷ୍ୟା ନକ୍ଷତ୍ର,ਪੁਸ਼੍ਯ ਨੱਖਤਰ,----,पुष्य नक्षत्र
129,,श्रविष्टा,Star in cancer,धनिष्ठा नक्षत्र,----,----,ଧନିଷ୍ଠା ନକ୍ଷତ୍ର,ਧਨਿਸ਼ਠਾ ਨੱਖਸ਼ਤਰ,----,धनिष्ठा नक्षत्र
130,1.3.22,प्रोष्टपदाः,Name of a doouble naksatra of the 3rd and 4th lunar mansions ,पूर्वाभाद्रपद और उत्तराभाद्रपद नक्षत्र,----,----,ଭାଦ୍ରପଦା ନକ୍ଷତ୍ର,ਪੂਰਵਾ ਭਾਦਰਪਦ ਤੇ ਉੱਤਰ ਭਾਦਰਪਦ ਦੇ ਨੱਖਤਰ,----,पूर्वाभाद्रपद आर उत्तराभाद्रपद नक्षत्र
